?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0000955>	"FMA:50801"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=21"
<http://purl.obolibrary.org/obo/UBERON_0000955>	<http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=21>
<http://purl.obolibrary.org/obo/UBERON_0000955>	"ABA:Brain"
<http://purl.obolibrary.org/obo/UBERON_0000955>	<http://linkedlifedata.com/resource/umls/id/C1269537>
<http://purl.obolibrary.org/obo/UBERON_0000955>	"UMLS:C1269537"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"BILA:0000135"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"EHDAA2:0000183"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"EFO:0000302"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"MAT:0000098"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"DHBA:10155"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"UMLS:C0006104"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"BAMS:Brain"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"TAO:0000008"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"AAO:0010478"
<http://purl.obolibrary.org/obo/UBERON_0000955>	<https://github.com/obophenotype/uberon/issues/300>
<http://purl.obolibrary.org/obo/UBERON_0000955>	"HBA:4005"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"EV:0100164"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"OpenCyc:Mx4rvVjT65wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"NCIT:C12439"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"MA:0000168"
<http://purl.obolibrary.org/obo/UBERON_0000955>	<http://en.wikipedia.org/wiki/Brain>
<http://purl.obolibrary.org/obo/UBERON_0000955>	"FBbt:00005095"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"MESH:D001921"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"BTO:0000142"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"PBA:3999"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"VHOG:0000157"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"MBA:997"
<http://purl.obolibrary.org/obo/UBERON_0000955>	"CALOHA:TS-0095"
<http://purl.obolibrary.org/obo/UBERON_0000955>	<http://linkedlifedata.com/resource/umls/id/C0006104>
<http://purl.obolibrary.org/obo/UBERON_0001977>	"EMAPA:35770"
<http://purl.obolibrary.org/obo/UBERON_0001977>	"FMA:63083"
<http://purl.obolibrary.org/obo/UBERON_0001977>	"BTO:0000133"
<http://purl.obolibrary.org/obo/UBERON_0001977>	"UMLS:C0229671"
<http://purl.obolibrary.org/obo/UBERON_0001977>	<http://en.wikipedia.org/wiki/Serum_(blood)>
<http://purl.obolibrary.org/obo/UBERON_0001977>	<http://linkedlifedata.com/resource/umls/id/C0229671>
<http://purl.obolibrary.org/obo/UBERON_0001977>	"CALOHA:TS-0923"
<http://purl.obolibrary.org/obo/UBERON_0001977>	"MA:0002502"
<http://purl.obolibrary.org/obo/UBERON_0001977>	"EHDAA2:0004728"
<http://purl.obolibrary.org/obo/UBERON_0001977>	"BTO:0001239"
<http://purl.obolibrary.org/obo/UBERON_0001977>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0001977>	"NCIT:C13325"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"WBbt:0003760"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"OpenCyc:Mx4rwP3iWpwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000062>	<http://en.wikipedia.org/wiki/Organ_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0000062>	"MA:0003001"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"CARO:0020004"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"OpenCyc:Mx4rv5XMb5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"EFO:0000634"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"ENVO:01000162"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"EMAPA:35949"
<http://purl.obolibrary.org/obo/UBERON_0000062>	<http://uri.neuinfo.org/nif/nifstd/birnlex_4>
<http://purl.obolibrary.org/obo/UBERON_0000062>	"NCIT:C13018"
<http://purl.obolibrary.org/obo/UBERON_0000062>	<http://linkedlifedata.com/resource/umls/id/C0178784>
<http://purl.obolibrary.org/obo/UBERON_0000062>	<http://orcid.org/0000-0002-6601-2165>
<http://purl.obolibrary.org/obo/UBERON_0000062>	<http://www.snomedbrowser.com/Codes/Details/272625005>
<http://purl.obolibrary.org/obo/UBERON_0000062>	"FMA:67498"
<http://purl.obolibrary.org/obo/UBERON_0000062>	"UMLS:C0178784"
